Pair,p-value,Half-Life (days)
WMT-APO,0.0189104707343698,57.10136678814428
CPRT-MPWR,6.747924139056988e-09,57.14903111488677
IQV-JBHT,0.002668830964751,57.20535319324999
SO-FTNT,0.0003501688539018,57.267405084309694
KEYS-MTD,0.0227672009982387,57.26797759426998
AME-TTD,0.0201651590877998,57.30190779147284
ABBV-CI,0.0037559030014544,57.33947563301681
CSX-WDAY,0.0348968135619177,57.341716247843664
HWM-NRG,0.0449010972445579,57.38525568288351
VICI-TMO,0.0376404018132337,57.41470317924256
GOOG-WM,0.0240681696440586,57.42362074105423
APO-PANW,0.0031954826723276,57.42442256412463
TTD-FDS,0.0215518222089813,57.42510651917852
VICI-FDS,0.0303439281048816,57.461039275498756
XEL-KHC,0.0324771146533364,57.46120852127475
MTD-NEE,0.0002653834830092,57.55235848263204
WDAY-STE,0.0016932125994526,57.58807129181501
ABBV-CB,0.0037075071127582,57.60216201856231
HLT-PEG,0.0027382360273411,57.62441445293682
KHC-PCG,0.0018999616003419,57.62964966819445
GOOG-HCA,0.0018946876998486,57.67405084544962
IR-CB,0.0258686282608154,57.67675701433643
DUK-NXPI,0.0117572691788055,57.69492178340409
TTD-DHR,0.0263580276746468,57.69581474882652
URI-ETN,5.4371120496783367e-05,57.70869832238799
WDAY-DPZ,0.0017680991232025,57.71464064842444
CI-NXPI,0.0015140235327299,57.74173763456931
AWK-PAYC,0.0052145538816302,57.7478060641478
MDLZ-KEYS,0.0047518275279715,57.754285003995385
AON-ADP,3.5063208748143813e-07,57.755022422151214
TTD-MPWR,0.0274104616718459,57.77958991199734
RSG-MPWR,0.0005139302361426,57.799459322757805
ES-PAYC,0.0247178376606152,57.82465935995462
IQV-TER,0.0035712368273789,57.93893502133059
KDP-KEYS,0.0044945264926292,57.95465594245307
VRSK-WTW,1.174495226424226e-06,57.96612981639935
WDAY-ALLE,0.0323810169886222,57.99304488012167
HCA-PANW,0.0171790430119272,58.036484493936186
KDP-SYY,0.0010004794170884,58.08833558710393
WM-MPWR,0.0003092448927691,58.08952326913937
DAY-NKE,0.0485581402926895,58.09091470405025
ECL-WDAY,0.0177921198382896,58.274595559108946
FDS-ACN,0.0009463533373967,58.29670182825382
TT-APO,0.0002144903836989,58.30622547656741
ZTS-COO,0.0106101150657945,58.33914765156108
KEYS-STE,0.0045120962897638,58.34295826371602
WAT-ACN,1.4779383826982374e-06,58.34904801150459
WDAY-EXPD,0.013499697139587,58.38903870844688
ZTS-NDSN,0.0040926180550408,58.39111056633513
VICI-ODFL,0.0260384302217707,58.47191038191188
GOOG-VMC,0.0087374849962039,58.4780746727219
VICI-CDW,0.0396927988598971,58.512846250414235
ICE-ADI,0.003115356374665,58.516158651285934
NXPI-MLM,0.0223273279554762,58.52046109541441
KEYS-TMO,0.0155314317772792,58.53358903699216
HPE-RF,0.0134641352632993,58.54768021749737
FISV-DECK,0.0466614110451732,58.549461430760935
GOOG-MLM,0.0089702862058209,58.55714129976841
GOOGL-WM,3.630683037615898e-05,58.564622031863244
IQV-DHR,0.0046914965185667,58.6198878089381
MNST-VICI,0.0456897187610939,58.66041724451552
KDP-TXN,0.0078299636304818,58.66197884728835
TTD-AVY,0.0289765141235093,58.74443528379969
MDLZ-NXPI,0.008544913179995,58.844376970788474
BR-ROL,6.824422127687722e-06,58.89538504606627
TTD-XYL,0.0354168303545247,58.91311101281934
ACN-LOW,0.0226247002772723,58.96742084160119
HD-DPZ,1.5483510779519352e-05,59.03338097358644
EQIX-CHD,3.1726728105595815e-08,59.042643403443456
NSC-TTD,0.0250023549780625,59.09340430192844
INVH-WAT,0.028502859253474,59.113954805709575
SHW-DOV,5.128704114816803e-06,59.12094288589035
IR-PKG,0.030013014783789,59.23509271923713
BBY-CZR,0.0278969222831862,59.31969958479791
CDNS-PANW,0.016240466893597,59.35175103651857
CMS-ALLE,0.0052782685433852,59.41692574465639
TT-URI,7.931805238833667e-06,59.430768055204034
FCX-VICI,0.0427039549733653,59.43151219910043
MCHP-MTD,0.0001298948247513,59.48236585810012
META-JPM,0.027494049067435,59.52023397904039
TDG-HLT,0.0129307940589942,59.521799211937406
KEYS-UNP,0.005888234871852,59.54184684184497
APD-KEYS,0.0032715760530556,59.5423202088359
PODD-NEE,0.0171942605219391,59.608500234862404
LYV-WTW,0.0030149937879219,59.61103257282564
MDLZ-TTD,0.0135583942353643,59.62721100382346
VICI-STE,0.0316750580512618,59.66443203090722
EW-AKAM,0.0176443699276298,59.686579633003845
MCHP-NDSN,0.0002021276709191,59.76637457520193
CSX-INVH,0.0443347837009007,59.77965531905136
VRSK-SYK,0.0012782646221414,59.79850313480018
HD-TXN,0.000296169958028,59.81475445418356
ADSK-DPZ,3.341175202694142e-05,59.82250080314039
TT-ANET,0.0463737803049846,59.8898173859742
COR-ANET,0.006942472317694,59.90012604415459
CDW-MOH,0.01018596477974,59.900768342949725
EQIX-APD,1.6860345943409795e-09,59.91749402284438
SNA-PANW,0.0019610972624165,59.919459048829104
HLT-TJX,0.0012184972956036,59.94405091437755
VICI-MOH,0.0421199097373186,60.0219253135811
FTNT-BX,0.0215354470742932,60.071487300581445
DHI-PANW,0.0121008147645772,60.144712445024034
HIG-PANW,0.0135390091158887,60.1622923270723
FTNT-FAST,0.025392775648486,60.20237329434208
HCA-AME,0.002519621958097,60.26740839720768
IQV-COO,0.0090915590953334,60.32258126282232
CMG-TTD,0.0483434050974367,60.37000150871516
WTW-SPGI,4.183682168564336e-07,60.4047945695792
HLT-CBOE,0.0468088620167957,60.415243788387414
CME-ALLE,0.0049499356256258,60.456813901761016
V-PEG,0.0002153638301642,60.49097900981038
BRK.B-HCA,0.0180085541732557,60.53295167849371
TTD-LH,0.0279255634238791,60.55169640475718
MSFT-GOOG,0.0147524927750779,60.59459319375534
IR-MU,0.0383439541284051,60.676183485974086
PNR-NWSA,0.0044434112776564,60.70778860526252
TT-KLAC,3.3740452041128763e-06,60.72997249290827
TROW-EPAM,0.0359809122339997,60.73056303199323
AEP-ALLE,0.0173682797012248,60.88588376201013
DVA-NWS,0.0026940060208503,60.93862181554864
INVH-JBHT,0.0283635673278714,60.951320620029136
TTD-TMO,0.0336680684331386,61.062626862264395
GPN-MKTX,4.905724437341012e-05,61.07836905912178
DLR-ALLE,0.0035124888999328,61.14945856591959
MMC-MPWR,0.0021283688090915,61.156438590403454
IR-AMGN,0.0393818837616584,61.1612261839228
TRV-SNA,0.0001454888245592,61.180271365953345
ICE-BR,0.0001170000593756,61.226349473812704
HLT-WRB,0.0052594710462959,61.231905607936305
GOOGL-MPWR,3.822803869996964e-06,61.23777945116261
L-PANW,0.0379623416818395,61.28905182602575
AJG-KLAC,1.940870919484088e-05,61.290227376905754
ELV-CDW,0.0099023417866601,61.3071148139954
ALLE-SPGI,0.0065017606653748,61.38588880351687
PH-ETN,2.9132477964355097e-06,61.41637046161148
V-ADI,0.0128895897185062,61.4182008163158
HD-EQIX,3.115421288407079e-05,61.46198998435222
KEYS-INVH,0.047773431555769,61.50094628167657
CZR-NKE,0.0006387846267828,61.521897682414476
TT-WSM,9.98526579055406e-09,61.54246537789911
AWK-NEE,0.0082069429020379,61.54974448689664
HCA-LRCX,0.0004833960894076,61.56178454503455
FTNT-DE,0.0310729651298561,61.57323775090532
VICI-DHR,0.0415423888113144,61.60912559526915
PLD-KEYS,0.0126175489237733,61.63430246834024
TTD-AMGN,0.0114957123457876,61.63531562113971
DVA-NWSA,0.0066844555106904,61.66096294813928
HLT-URI,0.0249758474970984,61.72000432377917
COST-APO,0.0008542491854832,61.73255108690919
MA-SYK,0.0150787526950055,61.74698832740742
GOOG-SO,0.0173059486448505,61.7527260117979
YUM-XYL,0.0028988135848894,61.80067766316492
ROST-IR,0.0345828511924667,61.81788807611285
CL-NXPI,0.0143561929210288,61.84395482196988
WTW-DOV,1.8642634462319003e-06,61.86361380301211
GOOG-EFX,0.0012565888159887,61.902908661866704
ULTA-GL,0.0060252016018224,61.93147389364379
AMZN-ALLE,0.005468706835841,61.994882988016386
DXCM-POOL,2.3317649086506783e-05,62.017851754791785
MCO-VRSK,0.0003966914119381,62.03924068138489
DUK-XYL,0.0064048746615086,62.10348711328778
TMUS-NOW,0.000878532462755,62.13207286692399
WDAY-HON,0.003033937034188,62.14255400099663
APD-NEE,5.2643592852524265e-05,62.19511799020699
KEYS-FDS,0.0458293156832885,62.28144093840604
APO-GWW,0.0182701381321062,62.44102946108415
NSC-KDP,0.000303028855343,62.48606237830798
GM-CFG,0.0181856028350386,62.488266478267064
LULU-WST,0.0016852631080732,62.49267685602602
ALL-ANET,0.0119150041246937,62.519050010116274
KEYS-WAT,0.0126597582952552,62.58188546885348
WDAY-ROST,0.0033773638012768,62.587389085707414
WDAY-CSGP,0.0037958538024632,62.638923908740956
WRB-PANW,0.0179455762734137,62.66204651902511
WTW-ALLE,0.0058913748620324,62.68945139123772
SHW-NXPI,0.0316569618964427,62.81283281312489
ROK-LH,0.0005267550931666,62.83120395779517
FTNT-CBRE,0.00889516851217,62.906676006513926
KDP-AWK,0.001566749976202,62.933392129081774
HIG-CBOE,0.0205254076107819,62.94033780700568
LMT-IR,0.0494822001823203,62.978831274022404
WDAY-TTD,0.0284655117187414,62.983722506816406
XYL-ADI,0.0066884439820009,62.984626991526454
